ccaa_iso,fecha,num_casos,num_casos_prueba_pcr,num_casos_prueba_test_ac,num_casos_prueba_ag,num_casos_prueba_elisa,num_casos_prueba_desconocida
CT,29/03/2020,1063,1026,0,0,7,30
EX,29/03/2020,51,51,0,0,0,0
GA,29/03/2020,199,199,0,0,0,0
IB,29/03/2020,37,36,1,0,0,0
MC,29/03/2020,25,23,2,0,0,0
MD,29/03/2020,903,901,2,0,0,0
ML,29/03/2020,5,5,0,0,0,0
NC,29/03/2020,79,79,0,0,0,0
PV,29/03/2020,245,240,0,2,0,3
RI,29/03/2020,90,88,2,0,0,0
VC,29/03/2020,197,183,8,0,0,6
AN,30/03/2020,308,300,8,0,0,0
AR,30/03/2020,135,135,0,0,0,0
AS,30/03/2020,44,44,0,0,0,0
CB,30/03/2020,28,28,0,0,0,0
CE,30/03/2020,3,3,0,0,0,0
CL,30/03/2020,443,426,17,0,0,0
CM,30/03/2020,458,381,75,0,2,0
CN,30/03/2020,57,56,0,0,0,1
CT,30/03/2020,1250,1199,0,0,11,40
EX,30/03/2020,69,64,5,0,0,0
GA,30/03/2020,250,249,0,0,1,0
IB,30/03/2020,63,61,2,0,0,0
MC,30/03/2020,30,26,4,0,0,0
MD,30/03/2020,1144,1142,1,1,0,0
ML,30/03/2020,3,3,0,0,0,0
NC,30/03/2020,213,211,2,0,0,0
PV,30/03/2020,310,306,0,2,0,2
RI,30/03/2020,114,114,0,0,0,0
VC,30/03/2020,234,223,6,0,0,5
AN,31/03/2020,249,244,5,0,0,0
AR,31/03/2020,117,117,0,0,0,0
AS,31/03/2020,42,42,0,0,0,0
CB,31/03/2020,33,33,0,0,0,0
CE,31/03/2020,1,1,0,0,0,0
CL,31/03/2020,371,360,11,0,0,0
CM,31/03/2020,299,231,66,0,2,0
CN,31/03/2020,22,22,0,0,0,0
CT,31/03/2020,1229,1198,0,0,4,27
EX,31/03/2020,42,39,3,0,0,0
GA,31/03/2020,159,157,2,0,0,0
IB,31/03/2020,47,45,2,0,0,0
MC,31/03/2020,23,23,0,0,0,0
MD,31/03/2020,1131,1130,1,0,0,0
ML,31/03/2020,3,3,0,0,0,0
NC,31/03/2020,127,125,2,0,0,0
PV,31/03/2020,259,249,0,4,0,6
RI,31/03/2020,107,106,1,0,0,0
VC,31/03/2020,163,153,6,0,0,4
AN,01/04/2020,333,325,8,0,0,0
AR,01/04/2020,159,159,0,0,0,0
AS,01/04/2020,29,29,0,0,0,0
CB,01/04/2020,72,72,0,0,0,0
CE,01/04/2020,2,2,0,0,0,0
CL,01/04/2020,475,451,24,0,0,0
CM,01/04/2020,347,250,96,0,1,0
CN,01/04/2020,58,57,0,0,0,1
CT,01/04/2020,1374,1339,0,0,9,26
EX,01/04/2020,96,90,6,0,0,0
GA,01/04/2020,246,242,1,0,3,0
IB,01/04/2020,83,81,2,0,0,0
MC,01/04/2020,23,19,4,0,0,0
MD,01/04/2020,1394,1393,1,0,0,0
ML,01/04/2020,5,5,0,0,0,0
NC,01/04/2020,197,195,2,0,0,0
PV,01/04/2020,276,270,0,2,0,4
RI,01/04/2020,109,107,1,0,0,1
VC,01/04/2020,214,202,10,0,0,2
AN,02/04/2020,225,218,7,0,0,0
AR,02/04/2020,130,130,0,0,0,0
AS,02/04/2020,53,53,0,0,0,0
CB,02/04/2020,53,52,1,0,0,0
CE,02/04/2020,0,0,0,0,0,0
CL,02/04/2020,454,445,8,0,0,1
CM,02/04/2020,264,198,64,0,1,1
CN,02/04/2020,30,29,0,0,0,1
CT,02/04/2020,1154,1128,0,0,3,23
EX,02/04/2020,60,52,8,0,0,0
GA,02/04/2020,269,266,0,0,3,0
IB,02/04/2020,35,34,1,0,0,0
MC,02/04/2020,20,20,0,0,0,0
MD,02/04/2020,1044,1044,0,0,0,0
ML,02/04/2020,3,3,0,0,0,0
NC,02/04/2020,128,126,2,0,0,0
PV,02/04/2020,243,240,0,0,0,3
RI,02/04/2020,103,103,0,0,0,0
VC,02/04/2020,194,184,5,0,0,5
AN,03/04/2020,178,173,5,0,0,0
AR,03/04/2020,109,109,0,0,0,0
AS,03/04/2020,37,37,0,0,0,0
CB,03/04/2020,34,34,0,0,0,0
CE,03/04/2020,1,1,0,0,0,0
CL,03/04/2020,506,492,14,0,0,0
CM,03/04/2020,241,177,64,0,0,0
CN,03/04/2020,17,17,0,0,0,0
CT,03/04/2020,1335,1311,0,0,3,21
EX,03/04/2020,67,66,1,0,0,0
GA,03/04/2020,209,209,0,0,0,0
IB,03/04/2020,45,43,2,0,0,0
MC,03/04/2020,16,14,2,0,0,0
MD,03/04/2020,963,960,0,3,0,0
ML,03/04/2020,3,3,0,0,0,0
NC,03/04/2020,128,126,2,0,0,0
PV,03/04/2020,313,310,0,0,0,3
RI,03/04/2020,79,76,3,0,0,0
VC,03/04/2020,195,189,5,0,0,1
AN,04/04/2020,179,169,10,0,0,0
AR,04/04/2020,96,95,0,1,0,0
AS,04/04/2020,45,45,0,0,0,0
CB,04/04/2020,63,63,0,0,0,0
CE,04/04/2020,2,2,0,0,0,0
CL,04/04/2020,509,492,17,0,0,0
CM,04/04/2020,271,212,59,0,0,0
CN,04/04/2020,26,26,0,0,0,0
CT,04/04/2020,1034,1017,0,0,2,15
EX,04/04/2020,52,47,5,0,0,0
GA,04/04/2020,130,130,0,0,0,0
IB,04/04/2020,25,23,2,0,0,0
MC,04/04/2020,20,19,1,0,0,0
MD,04/04/2020,751,750,0,1,0,0
ML,04/04/2020,2,2,0,0,0,0
NC,04/04/2020,80,76,4,0,0,0
PV,04/04/2020,203,200,0,1,0,2
RI,04/04/2020,56,54,2,0,0,0
VC,04/04/2020,133,122,5,0,0,6
AN,05/04/2020,173,167,6,0,0,0
AR,05/04/2020,98,96,0,1,1,0
AS,05/04/2020,44,44,0,0,0,0
CB,05/04/2020,25,25,0,0,0,0
CE,05/04/2020,2,2,0,0,0,0
CL,05/04/2020,332,318,14,0,0,0
CM,05/04/2020,293,224,66,0,1,2
CN,05/04/2020,14,14,0,0,0,0
CT,05/04/2020,903,889,0,0,0,14
EX,05/04/2020,31,25,5,1,0,0
GA,05/04/2020,129,127,1,0,1,0
IB,05/04/2020,29,27,2,0,0,0
MC,05/04/2020,12,11,1,0,0,0
MD,05/04/2020,672,671,0,1,0,0
ML,05/04/2020,0,0,0,0,0,0
NC,05/04/2020,86,86,0,0,0,0
PV,05/04/2020,221,218,0,1,0,2
RI,05/04/2020,38,36,1,0,0,1
VC,05/04/2020,116,108,5,0,0,3
AN,06/04/2020,147,142,5,0,0,0
AR,06/04/2020,132,128,0,4,0,0
AS,06/04/2020,44,44,0,0,0,0
CB,06/04/2020,28,27,1,0,0,0
CE,06/04/2020,2,2,0,0,0,0
CL,06/04/2020,485,462,23,0,0,0
CM,06/04/2020,303,232,69,0,2,0
CN,06/04/2020,21,21,0,0,0,0
CT,06/04/2020,851,812,0,0,2,37
EX,06/04/2020,41,37,4,0,0,0
GA,06/04/2020,181,180,1,0,0,0
IB,06/04/2020,23,21,2,0,0,0
MC,06/04/2020,12,8,4,0,0,0
MD,06/04/2020,651,650,1,0,0,0
ML,06/04/2020,0,0,0,0,0,0
NC,06/04/2020,136,132,4,0,0,0
PV,06/04/2020,293,285,0,5,0,3
RI,06/04/2020,42,42,0,0,0,0
VC,06/04/2020,152,137,11,0,0,4
AN,07/04/2020,172,164,8,0,0,0
AR,07/04/2020,110,109,0,1,0,0
AS,07/04/2020,45,45,0,0,0,0
CB,07/04/2020,13,13,0,0,0,0
CE,07/04/2020,0,0,0,0,0,0
CL,07/04/2020,355,327,28,0,0,0
CM,07/04/2020,206,150,56,0,0,0
CN,07/04/2020,17,16,0,0,0,1
CT,07/04/2020,813,781,0,0,1,31
EX,07/04/2020,29,28,1,0,0,0
GA,07/04/2020,147,143,0,0,4,0
IB,07/04/2020,19,18,1,0,0,0
MC,07/04/2020,4,3,1,0,0,0
MD,07/04/2020,768,766,0,2,0,0
ML,07/04/2020,2,2,0,0,0,0
NC,07/04/2020,85,84,1,0,0,0
PV,07/04/2020,233,224,0,3,0,6
RI,07/04/2020,50,49,1,0,0,0
VC,07/04/2020,132,124,7,0,0,1
AN,08/04/2020,145,134,11,0,0,0
AR,08/04/2020,109,109,0,0,0,0
AS,08/04/2020,48,48,0,0,0,0
CB,08/04/2020,27,27,0,0,0,0
CE,08/04/2020,0,0,0,0,0,0
CL,08/04/2020,384,372,12,0,0,0
CM,08/04/2020,207,158,48,0,0,1
CN,08/04/2020,12,11,0,0,0,1
CT,08/04/2020,1104,1090,0,0,3,11
EX,08/04/2020,42,36,6,0,0,0
GA,08/04/2020,151,149,1,0,1,0
IB,08/04/2020,23,22,1,0,0,0
MC,08/04/2020,18,16,2,0,0,0
MD,08/04/2020,711,709,0,2,0,0
ML,08/04/2020,0,0,0,0,0,0
NC,08/04/2020,93,93,0,0,0,0
PV,08/04/2020,224,219,0,0,0,5
RI,08/04/2020,47,37,10,0,0,0
VC,08/04/2020,137,125,8,0,0,4
AN,09/04/2020,94,87,7,0,0,0
AR,09/04/2020,100,90,0,1,0,9
AS,09/04/2020,42,42,0,0,0,0
CB,09/04/2020,23,23,0,0,0,0
CE,09/04/2020,2,2,0,0,0,0
CL,09/04/2020,381,355,26,0,0,0
CM,09/04/2020,175,125,48,0,2,0
CN,09/04/2020,21,21,0,0,0,0
CT,09/04/2020,1142,1118,0,0,1,23
EX,09/04/2020,22,19,3,0,0,0
GA,09/04/2020,160,157,3,0,0,0
IB,09/04/2020,11,8,3,0,0,0
MC,09/04/2020,7,6,1,0,0,0
MD,09/04/2020,657,654,0,3,0,0
ML,09/04/2020,0,0,0,0,0,0
NC,09/04/2020,80,79,1,0,0,0
PV,09/04/2020,193,193,0,0,0,0
RI,09/04/2020,47,40,5,0,0,2
VC,09/04/2020,134,116,12,0,0,6
AN,10/04/2020,103,95,8,0,0,0
AR,10/04/2020,99,73,0,1,1,24
AS,10/04/2020,59,59,0,0,0,0
CB,10/04/2020,29,29,0,0,0,0
CE,10/04/2020,1,1,0,0,0,0
CL,10/04/2020,351,328,23,0,0,0
CM,10/04/2020,156,110,46,0,0,0
CN,10/04/2020,14,14,0,0,0,0
CT,10/04/2020,1088,1057,0,0,3,28
EX,10/04/2020,47,39,8,0,0,0
GA,10/04/2020,75,73,2,0,0,0
IB,10/04/2020,21,17,4,0,0,0
MC,10/04/2020,7,6,1,0,0,0
MD,10/04/2020,731,731,0,0,0,0
ML,10/04/2020,1,1,0,0,0,0
NC,10/04/2020,70,69,1,0,0,0
PV,10/04/2020,184,176,0,1,0,7
RI,10/04/2020,40,38,2,0,0,0
VC,10/04/2020,104,96,8,0,0,0
AN,11/04/2020,108,97,10,1,0,0
AR,11/04/2020,69,57,0,2,0,10
AS,11/04/2020,51,51,0,0,0,0
CB,11/04/2020,24,24,0,0,0,0
CE,11/04/2020,0,0,0,0,0,0
CL,11/04/2020,336,311,25,0,0,0
CM,11/04/2020,116,80,36,0,0,0
CN,11/04/2020,13,13,0,0,0,0
CT,11/04/2020,1169,1157,0,0,2,10
EX,11/04/2020,30,27,3,0,0,0
GA,11/04/2020,67,65,0,0,2,0
IB,11/04/2020,15,14,1,0,0,0
MC,11/04/2020,7,5,2,0,0,0
MD,11/04/2020,598,598,0,0,0,0
ML,11/04/2020,0,0,0,0,0,0
NC,11/04/2020,46,45,1,0,0,0
PV,11/04/2020,132,124,0,3,0,5
RI,11/04/2020,26,24,2,0,0,0
VC,11/04/2020,84,77,4,0,0,3
AN,12/04/2020,89,83,6,0,0,0
AR,12/04/2020,57,53,0,1,0,3
AS,12/04/2020,24,24,0,0,0,0
CB,12/04/2020,46,46,0,0,0,0
CE,12/04/2020,0,0,0,0,0,0
CL,12/04/2020,179,160,19,0,0,0
CM,12/04/2020,146,113,33,0,0,0
CN,12/04/2020,8,8,0,0,0,0
CT,12/04/2020,799,776,0,0,3,20
EX,12/04/2020,26,21,5,0,0,0
GA,12/04/2020,63,61,1,0,1,0
IB,12/04/2020,15,15,0,0,0,0
MC,12/04/2020,4,3,1,0,0,0
MD,12/04/2020,513,513,0,0,0,0
ML,12/04/2020,1,1,0,0,0,0
NC,12/04/2020,59,59,0,0,0,0
PV,12/04/2020,151,142,0,4,0,5
RI,12/04/2020,22,22,0,0,0,0
VC,12/04/2020,71,65,4,0,0,2
AN,13/04/2020,80,75,4,0,1,0
AR,13/04/2020,85,74,0,1,0,10
AS,13/04/2020,31,31,0,0,0,0
CB,13/04/2020,35,35,0,0,0,0
CE,13/04/2020,1,1,0,0,0,0
CL,13/04/2020,258,237,21,0,0,0
CM,13/04/2020,181,140,40,0,1,0
CN,13/04/2020,10,10,0,0,0,0
CT,13/04/2020,687,662,0,0,2,23
EX,13/04/2020,35,24,11,0,0,0
GA,13/04/2020,105,104,1,0,0,0
IB,13/04/2020,13,10,3,0,0,0
MC,13/04/2020,1,0,1,0,0,0
MD,13/04/2020,403,398,0,5,0,0
ML,13/04/2020,1,1,0,0,0,0
NC,13/04/2020,59,56,3,0,0,0
PV,13/04/2020,117,111,0,2,0,4
RI,13/04/2020,29,28,1,0,0,0
VC,13/04/2020,71,64,4,0,0,3
AN,14/04/2020,67,56,11,0,0,0
AR,14/04/2020,59,45,0,0,0,14
AS,14/04/2020,30,30,0,0,0,0
CB,14/04/2020,14,14,0,0,0,0
CE,14/04/2020,0,0,0,0,0,0
CL,14/04/2020,228,201,27,0,0,0
CM,14/04/2020,143,101,42,0,0,0
CN,14/04/2020,14,14,0,0,0,0
CT,14/04/2020,846,828,0,0,4,14
EX,14/04/2020,32,28,4,0,0,0
GA,14/04/2020,67,64,1,0,2,0
IB,14/04/2020,9,8,1,0,0,0
MC,14/04/2020,3,3,0,0,0,0
MD,14/04/2020,516,515,0,1,0,0
ML,14/04/2020,0,0,0,0,0,0
NC,14/04/2020,49,48,1,0,0,0
PV,14/04/2020,93,90,0,3,0,0
RI,14/04/2020,25,24,1,0,0,0
VC,14/04/2020,70,64,4,0,0,2
AN,15/04/2020,107,97,10,0,0,0
AR,15/04/2020,82,64,0,0,0,18
AS,15/04/2020,39,39,0,0,0,0
CB,15/04/2020,17,17,0,0,0,0
CE,15/04/2020,0,0,0,0,0,0
CL,15/04/2020,187,174,13,0,0,0
CM,15/04/2020,138,105,33,0,0,0
CN,15/04/2020,15,15,0,0,0,0
CT,15/04/2020,926,915,0,0,2,9
EX,15/04/2020,28,26,2,0,0,0
GA,15/04/2020,101,97,2,0,2,0
IB,15/04/2020,8,5,3,0,0,0
MC,15/04/2020,3,3,0,0,0,0
MD,15/04/2020,507,506,0,1,0,0
ML,15/04/2020,0,0,0,0,0,0
NC,15/04/2020,35,35,0,0,0,0
PV,15/04/2020,108,102,0,3,0,3
RI,15/04/2020,14,14,0,0,0,0
VC,15/04/2020,80,73,6,0,0,1
AN,16/04/2020,58,49,9,0,0,0
AR,16/04/2020,71,56,1,1,0,13
AS,16/04/2020,12,12,0,0,0,0
CB,16/04/2020,18,18,0,0,0,0
CE,16/04/2020,1,1,0,0,0,0
CL,16/04/2020,159,144,15,0,0,0
CM,16/04/2020,98,66,32,0,0,0
CN,16/04/2020,13,13,0,0,0,0
CT,16/04/2020,923,913,0,0,1,9
EX,16/04/2020,25,23,1,1,0,0
GA,16/04/2020,73,70,1,0,2,0
IB,16/04/2020,14,14,0,0,0,0
MC,16/04/2020,1,1,0,0,0,0
MD,16/04/2020,602,602,0,0,0,0
ML,16/04/2020,0,0,0,0,0,0
NC,16/04/2020,31,30,1,0,0,0
PV,16/04/2020,111,108,0,1,0,2
RI,16/04/2020,30,29,1,0,0,0
VC,16/04/2020,60,54,6,0,0,0
AN,17/04/2020,70,66,4,0,0,0
AR,17/04/2020,59,54,0,0,0,5
AS,17/04/2020,12,12,0,0,0,0
CB,17/04/2020,26,26,0,0,0,0
CE,17/04/2020,0,0,0,0,0,0
CL,17/04/2020,162,146,16,0,0,0
CM,17/04/2020,82,46,34,0,0,2
CN,17/04/2020,12,12,0,0,0,0
CT,17/04/2020,691,673,0,0,0,18
EX,17/04/2020,32,28,4,0,0,0
GA,17/04/2020,59,53,3,0,3,0
IB,17/04/2020,8,7,1,0,0,0
MC,17/04/2020,3,3,0,0,0,0
MD,17/04/2020,409,406,0,3,0,0
ML,17/04/2020,0,0,0,0,0,0
NC,17/04/2020,47,44,3,0,0,0
PV,17/04/2020,134,132,0,2,0,0
RI,17/04/2020,23,22,1,0,0,0
VC,17/04/2020,90,82,7,0,0,1
AN,18/04/2020,47,43,4,0,0,0
AR,18/04/2020,57,55,0,0,0,2
AS,18/04/2020,10,10,0,0,0,0
CB,18/04/2020,13,13,0,0,0,0
CE,18/04/2020,0,0,0,0,0,0
CL,18/04/2020,106,94,11,0,1,0
CM,18/04/2020,84,63,21,0,0,0
CN,18/04/2020,9,9,0,0,0,0
CT,18/04/2020,548,538,0,0,0,10
EX,18/04/2020,20,19,1,0,0,0
GA,18/04/2020,66,64,2,0,0,0
IB,18/04/2020,12,12,0,0,0,0
MC,18/04/2020,2,0,2,0,0,0
MD,18/04/2020,485,484,0,1,0,0
ML,18/04/2020,0,0,0,0,0,0
NC,18/04/2020,39,39,0,0,0,0
PV,18/04/2020,104,97,0,5,0,2
RI,18/04/2020,17,17,0,0,0,0
VC,18/04/2020,59,50,7,0,0,2
AN,19/04/2020,40,27,13,0,0,0
AR,19/04/2020,36,35,0,1,0,0
AS,19/04/2020,7,7,0,0,0,0
CB,19/04/2020,15,15,0,0,0,0
CE,19/04/2020,0,0,0,0,0,0
CL,19/04/2020,144,135,9,0,0,0
CM,19/04/2020,74,57,17,0,0,0
CN,19/04/2020,12,12,0,0,0,0
CT,19/04/2020,336,328,1,0,1,6
EX,19/04/2020,15,11,3,1,0,0
GA,19/04/2020,51,47,4,0,0,0
IB,19/04/2020,10,8,2,0,0,0
MC,19/04/2020,3,3,0,0,0,0
MD,19/04/2020,269,268,0,1,0,0
ML,19/04/2020,0,0,0,0,0,0
NC,19/04/2020,35,35,0,0,0,0
PV,19/04/2020,55,50,0,5,0,0
RI,19/04/2020,14,14,0,0,0,0
VC,19/04/2020,35,25,8,0,0,2
AN,20/04/2020,42,39,3,0,0,0
AR,20/04/2020,33,32,0,0,0,1
AS,20/04/2020,7,7,0,0,0,0
CB,20/04/2020,24,24,0,0,0,0
CE,20/04/2020,1,1,0,0,0,0
CL,20/04/2020,206,195,10,0,1,0
CM,20/04/2020,135,96,39,0,0,0
CN,20/04/2020,14,13,0,0,0,1
CT,20/04/2020,448,428,0,0,1,19
EX,20/04/2020,37,31,6,0,0,0
GA,20/04/2020,66,61,3,0,2,0
IB,20/04/2020,16,14,2,0,0,0
MC,20/04/2020,1,1,0,0,0,0
MD,20/04/2020,298,295,0,3,0,0
ML,20/04/2020,2,2,0,0,0,0
NC,20/04/2020,31,31,0,0,0,0
PV,20/04/2020,79,78,0,1,0,0
RI,20/04/2020,11,11,0,0,0,0
VC,20/04/2020,40,35,5,0,0,0
AN,21/04/2020,44,39,5,0,0,0
AR,21/04/2020,47,38,0,1,0,8
AS,21/04/2020,15,15,0,0,0,0
CB,21/04/2020,10,10,0,0,0,0
CE,21/04/2020,0,0,0,0,0,0
CL,21/04/2020,131,120,11,0,0,0
CM,21/04/2020,78,58,20,0,0,0
CN,21/04/2020,7,7,0,0,0,0
CT,21/04/2020,275,260,0,0,2,13
EX,21/04/2020,20,17,3,0,0,0
GA,21/04/2020,46,44,1,0,1,0
IB,21/04/2020,10,7,3,0,0,0
MC,21/04/2020,3,2,1,0,0,0
MD,21/04/2020,487,486,0,1,0,0
ML,21/04/2020,0,0,0,0,0,0
NC,21/04/2020,11,11,0,0,0,0
PV,21/04/2020,84,70,0,12,0,2
RI,21/04/2020,14,12,2,0,0,0
VC,21/04/2020,57,49,6,0,0,2
AN,22/04/2020,29,27,2,0,0,0
AR,22/04/2020,59,57,0,0,0,2
AS,22/04/2020,8,8,0,0,0,0
CB,22/04/2020,26,26,0,0,0,0
CE,22/04/2020,1,1,0,0,0,0
CL,22/04/2020,173,165,8,0,0,0
CM,22/04/2020,81,59,22,0,0,0
CN,22/04/2020,6,6,0,0,0,0
CT,22/04/2020,387,379,0,0,4,4
EX,22/04/2020,36,27,9,0,0,0
GA,22/04/2020,55,48,4,0,3,0
IB,22/04/2020,6,5,1,0,0,0
MC,22/04/2020,2,2,0,0,0,0
MD,22/04/2020,475,475,0,0,0,0
ML,22/04/2020,1,1,0,0,0,0
NC,22/04/2020,22,21,1,0,0,0
PV,22/04/2020,55,50,0,5,0,0
RI,22/04/2020,22,22,0,0,0,0
VC,22/04/2020,42,35,6,0,0,1
AN,23/04/2020,41,37,4,0,0,0
AR,23/04/2020,21,21,0,0,0,0
AS,23/04/2020,9,9,0,0,0,0
CB,23/04/2020,26,26,0,0,0,0
CE,23/04/2020,0,0,0,0,0,0
CL,23/04/2020,91,82,9,0,0,0
CM,23/04/2020,70,43,27,0,0,0
CN,23/04/2020,2,2,0,0,0,0
CT,23/04/2020,335,329,0,0,2,4
EX,23/04/2020,19,15,4,0,0,0
GA,23/04/2020,59,57,1,0,1,0
IB,23/04/2020,5,5,0,0,0,0
MC,23/04/2020,2,2,0,0,0,0
MD,23/04/2020,371,371,0,0,0,0
ML,23/04/2020,0,0,0,0,0,0
NC,23/04/2020,19,19,0,0,0,0
PV,23/04/2020,64,58,0,6,0,0
RI,23/04/2020,13,13,0,0,0,0
VC,23/04/2020,50,42,7,0,0,1
AN,24/04/2020,52,46,6,0,0,0
AR,24/04/2020,26,22,0,0,0,4
AS,24/04/2020,16,16,0,0,0,0
CB,24/04/2020,14,14,0,0,0,0
CE,24/04/2020,0,0,0,0,0,0
CL,24/04/2020,148,137,11,0,0,0
CM,24/04/2020,48,30,17,0,0,1
CN,24/04/2020,8,8,0,0,0,0
CT,24/04/2020,325,315,0,0,6,4
EX,24/04/2020,18,17,1,0,0,0
GA,24/04/2020,41,39,1,0,1,0
IB,24/04/2020,10,9,1,0,0,0
MC,24/04/2020,0,0,0,0,0,0
MD,24/04/2020,260,260,0,0,0,0
ML,24/04/2020,1,1,0,0,0,0
NC,24/04/2020,22,21,1,0,0,0
PV,24/04/2020,91,87,0,3,0,1
RI,24/04/2020,5,4,1,0,0,0
VC,24/04/2020,45,40,3,0,0,2
AN,25/04/2020,29,25,4,0,0,0
AR,25/04/2020,19,19,0,0,0,0
AS,25/04/2020,3,3,0,0,0,0
CB,25/04/2020,12,12,0,0,0,0
CE,25/04/2020,1,1,0,0,0,0
CL,25/04/2020,94,88,6,0,0,0
CM,25/04/2020,68,33,33,0,0,2
CN,25/04/2020,4,4,0,0,0,0
CT,25/04/2020,216,209,0,0,1,6
EX,25/04/2020,24,22,2,0,0,0
GA,25/04/2020,26,25,1,0,0,0
IB,25/04/2020,11,10,1,0,0,0
MC,25/04/2020,3,2,1,0,0,0
MD,25/04/2020,141,141,0,0,0,0
ML,25/04/2020,1,1,0,0,0,0
NC,25/04/2020,23,21,2,0,0,0
PV,25/04/2020,50,38,0,10,0,2
RI,25/04/2020,5,5,0,0,0,0
VC,25/04/2020,40,37,2,0,0,1
AN,26/04/2020,20,17,3,0,0,0
AR,26/04/2020,17,16,0,0,0,1
AS,26/04/2020,5,5,0,0,0,0
CB,26/04/2020,4,4,0,0,0,0
CE,26/04/2020,0,0,0,0,0,0
CL,26/04/2020,41,40,1,0,0,0
CM,26/04/2020,81,50,31,0,0,0
CN,26/04/2020,2,2,0,0,0,0
CT,26/04/2020,167,165,0,0,0,2
EX,26/04/2020,13,12,1,0,0,0
GA,26/04/2020,20,16,3,0,1,0
IB,26/04/2020,0,0,0,0,0,0
MC,26/04/2020,3,3,0,0,0,0
MD,26/04/2020,129,129,0,0,0,0
ML,26/04/2020,0,0,0,0,0,0
NC,26/04/2020,8,8,0,0,0,0
PV,26/04/2020,32,31,0,1,0,0
RI,26/04/2020,2,2,0,0,0,0
VC,26/04/2020,21,19,1,0,0,1
AN,27/04/2020,23,17,5,0,1,0
AR,27/04/2020,31,25,0,0,1,5
AS,27/04/2020,5,5,0,0,0,0
CB,27/04/2020,2,2,0,0,0,0
CE,27/04/2020,1,1,0,0,0,0
CL,27/04/2020,56,47,9,0,0,0
CM,27/04/2020,84,50,34,0,0,0
CN,27/04/2020,3,3,0,0,0,0
CT,27/04/2020,157,152,0,0,0,5
EX,27/04/2020,14,10,4,0,0,0
GA,27/04/2020,32,28,1,0,3,0
IB,27/04/2020,3,3,0,0,0,0
MC,27/04/2020,0,0,0,0,0,0
MD,27/04/2020,220,219,0,1,0,0
ML,27/04/2020,0,0,0,0,0,0
NC,27/04/2020,20,20,0,0,0,0
PV,27/04/2020,37,29,0,7,0,1
RI,27/04/2020,4,4,0,0,0,0
VC,27/04/2020,25,20,4,0,0,1
AN,28/04/2020,22,17,5,0,0,0
AR,28/04/2020,37,29,0,0,1,7
AS,28/04/2020,10,10,0,0,0,0
CB,28/04/2020,5,5,0,0,0,0
CE,28/04/2020,1,1,0,0,0,0
CL,28/04/2020,70,64,6,0,0,0
CM,28/04/2020,83,60,23,0,0,0
CN,28/04/2020,3,1,0,0,0,2
CT,28/04/2020,210,207,0,0,0,3
EX,28/04/2020,7,5,2,0,0,0
GA,28/04/2020,23,20,1,0,2,0
IB,28/04/2020,4,4,0,0,0,0
MC,28/04/2020,1,0,1,0,0,0
MD,28/04/2020,268,267,0,1,0,0
ML,28/04/2020,0,0,0,0,0,0
NC,28/04/2020,13,13,0,0,0,0
PV,28/04/2020,48,39,0,9,0,0
RI,28/04/2020,9,9,0,0,0,0
VC,28/04/2020,46,38,7,0,0,1
AN,29/04/2020,35,32,3,0,0,0
AR,29/04/2020,28,23,0,0,0,5
AS,29/04/2020,3,3,0,0,0,0
CB,29/04/2020,5,5,0,0,0,0
CE,29/04/2020,4,4,0,0,0,0
CL,29/04/2020,53,48,5,0,0,0
CM,29/04/2020,56,34,20,0,2,0
CN,29/04/2020,4,3,0,0,0,1
CT,29/04/2020,179,179,0,0,0,0
EX,29/04/2020,19,15,4,0,0,0
GA,29/04/2020,45,43,2,0,0,0
IB,29/04/2020,3,2,1,0,0,0
MC,29/04/2020,2,2,0,0,0,0
MD,29/04/2020,225,224,0,1,0,0
ML,29/04/2020,1,1,0,0,0,0
NC,29/04/2020,19,18,1,0,0,0
PV,29/04/2020,36,32,0,4,0,0
RI,29/04/2020,5,5,0,0,0,0
VC,29/04/2020,39,34,4,0,0,1
AN,30/04/2020,25,19,5,0,1,0
AR,30/04/2020,34,28,0,0,0,6
AS,30/04/2020,9,9,0,0,0,0
CB,30/04/2020,12,12,0,0,0,0
CE,30/04/2020,0,0,0,0,0,0
CL,30/04/2020,73,68,5,0,0,0
CM,30/04/2020,60,28,32,0,0,0
CN,30/04/2020,6,6,0,0,0,0
CT,30/04/2020,215,206,0,0,2,7
EX,30/04/2020,14,12,2,0,0,0
GA,30/04/2020,26,24,1,0,1,0
IB,30/04/2020,5,5,0,0,0,0
MC,30/04/2020,1,1,0,0,0,0
MD,30/04/2020,197,197,0,0,0,0
ML,30/04/2020,1,1,0,0,0,0
NC,30/04/2020,17,16,1,0,0,0
PV,30/04/2020,31,29,0,1,0,1
RI,30/04/2020,2,2,0,0,0,0
VC,30/04/2020,26,19,6,0,0,1
AN,01/05/2020,17,15,2,0,0,0
AR,01/05/2020,16,16,0,0,0,0
AS,01/05/2020,2,2,0,0,0,0
CB,01/05/2020,16,16,0,0,0,0
CE,01/05/2020,1,1,0,0,0,0
CL,01/05/2020,58,53,3,0,2,0
CM,01/05/2020,52,41,11,0,0,0
CN,01/05/2020,8,8,0,0,0,0
CT,01/05/2020,230,227,0,0,1,2
EX,01/05/2020,25,24,1,0,0,0
GA,01/05/2020,23,19,2,0,2,0
IB,01/05/2020,10,8,2,0,0,0
